time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW]
1451627630,0.537983333,0.0033,0.537983333,0.00015,0.262483333,0.062516667,0.0425,0.0051,0.007166667,0.01275,0.00075,0.00015,0,0.031666667,0.001016667,0.004,0.001633333
1451627631,0.303266667,0.003316667,0.303266667,0.000283333,0.02055,0.0637,0.04255,0.005116667,0.00735,0.0131,0.000733333,0,0.0000167,0.03165,0.001016667,0.004,0.001583333
1451627632,0.3018,0.00335,0.3018,0.000283333,0.020566667,0.06265,0.042533333,0.00515,0.007316667,0.013116667,0.000733333,0,0,0.03165,0.001016667,0.004,0.001633333
1451627633,0.301616667,0.003316667,0.301616667,0.000266667,0.02055,0.063233333,0.042483333,0.005133333,0.007433333,0.013083333,0.000716667,0,0,0.03165,0.001,0.004,0.00155
1451627634,0.350333333,0.003316667,0.350333333,0.00025,0.020483333,0.0622,0.042416667,0.005383333,0.0073,0.013083333,0.000716667,0,0.0000167,0.03155,0.001016667,0.003966667,0.00155
1451627635,0.391366667,0.003333333,0.391366667,0.000266667,0.02045,0.064016667,0.042483333,0.00525,0.0073,0.013066667,0.0007,0.0000333,0.0000167,0.031466667,0.001033333,0.004,0.00165
1451627636,0.3932,0.003383333,0.3932,0.000266667,0.0205,0.064083333,0.042466667,0.0051,0.007333333,0.013066667,0.0007,0.0000333,0.0000167,0.0316,0.001016667,0.004,0.001583333
1451627637,0.468516667,0.003366667,0.468516667,0.000233333,0.09565,0.062466667,0.0425,0.00505,0.00725,0.012983333,0.0007,0.00005,0.0000167,0.03155,0.001033333,0.004,0.001633333
1451627638,0.568566667,0.003416667,0.568566667,0.000233333,0.15065,0.102766667,0.04265,0.005033333,0.00735,0.01295,0.000716667,0.0000833,0.0000333,0.031583333,0.00105,0.004,0.001516667
1451627639,1.027116667,0.003366667,1.027116667,0.0000667,0.497666667,0.203983333,0.042616667,0.005066667,0.007216667,0.012566667,0.000733333,0.000283333,0.0000167,0.03155,0.001016667,0.004,0.0016
1451627640,1.503883333,0.00335,1.503883333,0.000183333,0.489016667,0.610183333,0.04235,0.005166667,0.007366667,0.012833333,0.000666667,0.00005,0.0000333,0.03145,0.001033333,0.004,0.00165
1451627641,1.588733333,0.003283333,1.588733333,0.000233333,0.487166667,0.685083333,0.042233333,0.00505,0.007416667,0.012883333,0.000633333,0.0000167,0.0000167,0.031433333,0.001033333,0.004,0.00165
1451627642,1.58065,0.00335,1.58065,0.000216667,0.485633333,0.6804,0.042233333,0.005066667,0.007466667,0.012883333,0.00065,0.0000167,0.0000333,0.031383333,0.001033333,0.004,0.00155
1451627643,1.576383333,0.003366667,1.576383333,0.000216667,0.4848,0.678883333,0.042266667,0.005083333,0.007516667,0.012883333,0.000633333,0,0.0000167,0.031383333,0.001033333,0.003983333,0.001616667
1451627644,1.4303,0.003283333,1.4303,0.0002,0.452966667,0.587233333,0.0424,0.005316667,0.007383333,0.012833333,0.000666667,0.0000333,0.0000167,0.031316667,0.001016667,0.00395,0.001566667
1451627645,1.289683333,0.0033,1.289683333,0.000216667,0.39815,0.516333333,0.042233333,0.005166667,0.00735,0.012866667,0.00065,0.0000167,0.0000167,0.03145,0.001033333,0.004,0.001566667
1451627646,0.384016667,0.003333333,0.384016667,0.000266667,0.022483333,0.066483333,0.042383333,0.005116667,0.007283333,0.013066667,0.0007,0,0.0000167,0.03155,0.001016667,0.004,0.001583333
1451627647,0.3102,0.0033,0.3102,0.00025,0.020516667,0.06285,0.0424,0.005116667,0.007283333,0.01305,0.000716667,0,0,0.031616667,0.001,0.004,0.001683333
1451627648,0.30085,0.003266667,0.30085,0.000283333,0.020466667,0.06275,0.042483333,0.005133333,0.007516667,0.013066667,0.000716667,0.0000167,0,0.031583333,0.001016667,0.004016667,0.0016
1451627649,0.301166667,0.003266667,0.301166667,0.00025,0.0205,0.062816667,0.0424,0.0054,0.007366667,0.013066667,0.000716667,0,0,0.031666667,0.001,0.004,0.00175
1451627650,0.301116667,0.003316667,0.301116667,0.000266667,0.0205,0.063216667,0.0424,0.005266667,0.0073,0.013083333,0.0007,0.0000167,0,0.03165,0.001016667,0.004016667,0.0016
1451627651,0.301166667,0.003233333,0.301166667,0.000266667,0.0204,0.063716667,0.042366667,0.005133333,0.007283333,0.013033333,0.0007,0,0.0000333,0.031566667,0.001,0.004,0.00165
1451627652,0.300066667,0.003166667,0.300066667,0.000283333,0.020333333,0.062683333,0.0426,0.005166667,0.007333333,0.013033333,0.00075,0,0.0000167,0.031433333,0.001,0.004033333,0.001516667
1451627653,0.386466667,0.00315,0.386466667,0.00025,0.108266667,0.062833333,0.042383333,0.00505,0.007333333,0.012866667,0.000716667,0.0000333,0,0.031433333,0.001,0.004,0.001633333
1451627654,0.382116667,0.003133333,0.382116667,0.000233333,0.104366667,0.0622,0.0424,0.005333333,0.007266667,0.0129,0.000716667,0.0000333,0.0000167,0.031333333,0.001,0.0041,0.001616667
1451627655,0.35155,0.0031,0.35155,0.00025,0.071533333,0.06395,0.0424,0.0052,0.007233333,0.01295,0.000733333,0.0000333,0.0000167,0.03135,0.001,0.004183333,0.001583333
1451627656,0.515766667,0.0031,0.515766667,0.00025,0.11855,0.161233333,0.04245,0.0051,0.0073,0.012966667,0.000716667,0.0000167,0,0.0313,0.001,0.00415,0.0016
1451627657,0.76955,0.00305,0.76955,0.0002,0.26095,0.25585,0.0424,0.005033333,0.007316667,0.012833333,0.000716667,0.00005,0.0000167,0.0313,0.001,0.004216667,0.001566667
1451627658,1.466183333,0.003,1.466183333,0.000233333,0.4419,0.6887,0.0423,0.005133333,0.0075,0.012883333,0.00065,0.00005,0,0.031233333,0.001,0.004183333,0.0015
1451627659,1.350283333,0.003016667,1.350283333,0.000283333,0.328466667,0.685816667,0.0421,0.005466667,0.007583333,0.013033333,0.000633333,0.0001,0.0000167,0.0312,0.001,0.004183333,0.001583333
1451627660,1.0445,0.003033333,1.0445,0.000433333,0.021783333,0.684116667,0.04195,0.00555,0.0077,0.013516667,0.000616667,0.000333333,0.00005,0.031233333,0.001,0.0042,0.001583333
1451627661,1.042933333,0.003,1.042933333,0.000433333,0.021766667,0.6832,0.041883333,0.005416667,0.00765,0.013516667,0.000616667,0.000333333,0.0000167,0.031216667,0.001,0.004216667,0.001533333
1451627662,0.9115,0.003016667,0.9115,0.000416667,0.022666667,0.573383333,0.0421,0.0054,0.00755,0.013416667,0.000633333,0.00025,0,0.031216667,0.001,0.004183333,0.001583333
1451627663,0.843216667,0.003016667,0.843216667,0.0003,0.12245,0.433766667,0.0421,0.005233333,0.007783333,0.01315,0.000666667,0.000133333,0.0000167,0.031283333,0.001,0.004216667,0.001566667
1451627664,0.628966667,0.00305,0.628966667,0.000116667,0.357383333,0.06195,0.04265,0.00515,0.00715,0.01255,0.000783333,0.000233333,0,0.03135,0.001,0.004233333,0.001583333
1451627665,0.7635,0.00305,0.7635,0.00005,0.493766667,0.0639,0.042666667,0.00485,0.007083333,0.012383333,0.00075,0.000333333,0.0000167,0.031366667,0.001,0.004216667,0.001583333
1451627666,0.761883333,0.00305,0.761883333,0.0000333,0.492066667,0.0639,0.04275,0.004766667,0.007116667,0.0124,0.000783333,0.000333333,0.0000167,0.031383333,0.001,0.004216667,0.001583333
1451627667,0.727566667,0.003083333,0.727566667,0.0000333,0.4581,0.062933333,0.042766667,0.0048,0.007066667,0.012433333,0.0008,0.0003,0.0000333,0.031316667,0.001,0.004216667,0.00145
1451627668,0.71055,0.003033333,0.71055,0.0000667,0.442083333,0.061983333,0.042633333,0.004783333,0.007166667,0.01245,0.000766667,0.0003,0,0.031266667,0.000983333,0.004233333,0.00165
1451627669,0.3334,0.00305,0.3334,0.00025,0.053166667,0.063166667,0.0424,0.0054,0.0073,0.013,0.000716667,0,0,0.031416667,0.001,0.004233333,0.001633333
1451627670,0.299266667,0.003066667,0.299266667,0.000266667,0.020416667,0.061866667,0.042533333,0.00525,0.007233333,0.013033333,0.000733333,0.0000167,0,0.0313,0.001,0.004216667,0.001466667
1451627671,0.301266667,0.00305,0.301266667,0.000266667,0.0204,0.063983333,0.042383333,0.005133333,0.007316667,0.013033333,0.0007,0,0,0.031383333,0.000983333,0.004233333,0.001616667
1451627672,0.30125,0.00305,0.30125,0.000266667,0.020416667,0.0638,0.042366667,0.005116667,0.007316667,0.013033333,0.0007,0.0000167,0.0000167,0.031433333,0.000983333,0.004233333,0.001633333
1451627673,0.4156,0.00305,0.4156,0.0003,0.020633333,0.158,0.042366667,0.005166667,0.00745,0.013133333,0.0007,0.0000333,0,0.03135,0.001,0.004233333,0.0016
1451627674,0.566466667,0.003033333,0.566466667,0.0003,0.02095,0.28265,0.042283333,0.005233333,0.007466667,0.013233333,0.0007,0.0000833,0.0000167,0.03135,0.001,0.004216667,0.001733333
1451627675,1.137716667,0.003033333,1.137716667,0.000383333,0.105783333,0.69145,0.041933333,0.005366667,0.007616667,0.01345,0.000616667,0.000283333,0,0.0313,0.001,0.004233333,0.001566667
1451627676,1.25,0.003016667,1.25,0.000333333,0.225266667,0.6869,0.04205,0.0053,0.007566667,0.01325,0.000633333,0.0002,0.0000167,0.031316667,0.001,0.004216667,0.001666667
1451627677,1.504016667,0.003083333,1.504016667,0.0002,0.490533333,0.680566667,0.042316667,0.005083333,0.0074,0.01285,0.0007,0.0000167,0.0000333,0.03115,0.001,0.0042,0.001633333
1451627678,1.477333333,0.003033333,1.477333333,0.000216667,0.487616667,0.660983333,0.04225,0.005066667,0.007616667,0.012833333,0.000666667,0,0.0000333,0.03125,0.000983333,0.004216667,0.001666667
1451627679,1.3611,0.003083333,1.3611,0.0002,0.486333333,0.5672,0.04235,0.005033333,0.007416667,0.01275,0.000683333,0.00005,0,0.031283333,0.001,0.0042,0.001566667
1451627680,1.098133333,0.003033333,1.098133333,0.000133333,0.4872,0.347933333,0.042433333,0.004916667,0.007166667,0.0126,0.000716667,0.000166667,0.0000333,0.031366667,0.001,0.004216667,0.00155
1451627681,0.7578,0.003066667,0.7578,0.00005,0.489216667,0.06335,0.04265,0.004766667,0.007016667,0.012383333,0.00075,0.000333333,0.0000167,0.031316667,0.001,0.004216667,0.001583333
1451627682,0.716,0.003016667,0.716,0.00005,0.447933333,0.062466667,0.04255,0.004783333,0.006983333,0.012383333,0.000766667,0.0003,0,0.031183333,0.001,0.004216667,0.001633333
1451627683,0.66815,0.003,0.66815,0.0001,0.398,0.0629,0.042516667,0.0048,0.0073,0.01245,0.00075,0.000233333,0,0.0312,0.001,0.0042,0.001616667
1451627684,0.30195,0.0031,0.30195,0.000266667,0.021933333,0.0624,0.0424,0.005133333,0.007366667,0.013066667,0.000716667,0.0000167,0.0000167,0.031433333,0.001,0.004233333,0.001616667
1451627685,0.313466667,0.003083333,0.313466667,0.000266667,0.020466667,0.073566667,0.042366667,0.00515,0.007283333,0.013066667,0.000716667,0,0.0000167,0.0312,0.001,0.004233333,0.001683333
1451627686,0.305433333,0.003033333,0.305433333,0.000266667,0.020383333,0.067283333,0.042333333,0.005116667,0.007433333,0.013016667,0.000733333,0,0.0000167,0.031333333,0.001,0.004233333,0.00165
1451627687,0.3022,0.00305,0.3022,0.000266667,0.0203,0.065116667,0.0423,0.005116667,0.007266667,0.012983333,0.0007,0,0,0.031233333,0.000966667,0.0042,0.001483333
1451627688,0.487183333,0.003016667,0.487183333,0.0003,0.02055,0.217983333,0.042166667,0.005183333,0.00745,0.013083333,0.000716667,0.00005,0.0000167,0.031466667,0.001,0.004216667,0.0016
1451627689,0.823733333,0.003,0.823733333,0.000383333,0.02115,0.500533333,0.041866667,0.005316667,0.007533333,0.013283333,0.000633333,0.000216667,0.0000167,0.031366667,0.001,0.004183333,0.00155
1451627690,1.025533333,0.003033333,1.025533333,0.000416667,0.021516667,0.670833333,0.041683333,0.005416667,0.007616667,0.0134,0.0006,0.000316667,0,0.031366667,0.001016667,0.004166667,0.001533333
1451627691,1.23565,0.003016667,1.23565,0.000383333,0.1081,0.67275,0.041633333,0.104283333,0.0076,0.013266667,0.000366667,0.000366667,0.0000333,0.031283333,0.001,0.00415,0.0016
1451627692,1.280533333,0.00295,1.280533333,0.000383333,0.103533333,0.67595,0.04155,0.142,0.00755,0.013166667,0.00025,0.000416667,0.0000167,0.031133333,0.001,0.00415,0.001516667
1451627693,1.2517,0.003033333,1.2517,0.0004,0.07175,0.68115,0.0416,0.138716667,0.007766667,0.0133,0.0003,0.00045,0.0000167,0.031216667,0.001,0.004166667,0.001566667
1451627694,1.29535,0.002983333,1.29535,0.000366667,0.118133333,0.679133333,0.041583333,0.137966667,0.007633333,0.013266667,0.0003,0.000416667,0,0.03125,0.001,0.004183333,0.001516667
1451627695,1.438116667,0.003033333,1.438116667,0.0003,0.262366667,0.679066667,0.0418,0.137216667,0.007533333,0.013033333,0.000316667,0.0003,0.0000167,0.031133333,0.001,0.004183333,0.001583333
1451627696,1.6573,0.003016667,1.6573,0.000216667,0.4873,0.676,0.041966667,0.136483333,0.007416667,0.0127,0.00035,0.0000833,0,0.031166667,0.001,0.00415,0.001466667
1451627697,1.650466667,0.003033333,1.650466667,0.000216667,0.484866667,0.6733,0.041816667,0.135983333,0.007383333,0.012666667,0.000333333,0.0001,0.0000167,0.0311,0.001,0.004166667,0.001466667
1451627698,1.6445,0.00305,1.6445,0.0002,0.483466667,0.670016667,0.041733333,0.135566667,0.007583333,0.01265,0.000333333,0.0001,0.0000333,0.031066667,0.001,0.004166667,0.0016
1451627699,1.639133333,0.003016667,1.639133333,0.000216667,0.482233333,0.670766667,0.041766667,0.13155,0.007366667,0.012683333,0.00035,0.0001,0.0000167,0.031033333,0.001,0.004183333,0.0015
1451627700,1.632466667,0.00305,1.632466667,0.000216667,0.481483333,0.668466667,0.041666667,0.129066667,0.007333333,0.012666667,0.00035,0.0000833,0,0.031016667,0.001,0.004166667,0.00155
1451627701,1.62785,0.003033333,1.62785,0.000216667,0.480683333,0.6674,0.04165,0.1276,0.00735,0.01265,0.00035,0.0001,0.0000167,0.030733333,0.001,0.00415,0.0015
1451627702,1.63,0.003,1.63,0.0002,0.479866667,0.6712,0.041566667,0.126616667,0.0074,0.012633333,0.000333333,0.0000833,0.0000167,0.030716667,0.001,0.004166667,0.00155
1451627703,1.621133333,0.003033333,1.621133333,0.000216667,0.479783333,0.664783333,0.0415,0.125916667,0.0075,0.012683333,0.000383333,0.0001,0.0000167,0.030633333,0.001,0.004166667,0.001533333
1451627704,1.617216667,0.003033333,1.617216667,0.000216667,0.47925,0.6625,0.0414,0.125833333,0.0074,0.012683333,0.000366667,0.0000833,0.0000333,0.030483333,0.001,0.004183333,0.001483333
1451627705,1.615016667,0.00305,1.615016667,0.000216667,0.47875,0.662516667,0.041283333,0.124833333,0.007366667,0.012716667,0.000366667,0.0000833,0.0000333,0.0303,0.001,0.004166667,0.001533333
1451627706,1.610016667,0.00305,1.610016667,0.000216667,0.4785,0.659616667,0.041183333,0.124166667,0.007333333,0.012683333,0.000366667,0.0000833,0,0.030083333,0.001,0.004183333,0.00155
1451627707,1.607333333,0.00305,1.607333333,0.000216667,0.479716667,0.656033333,0.041216667,0.124,0.00735,0.012766667,0.0004,0.000116667,0.0000333,0.0301,0.001,0.0042,0.001533333
1451627708,1.60315,0.00305,1.60315,0.0002,0.479216667,0.6534,0.04105,0.123716667,0.007616667,0.01275,0.000366667,0.0000833,0.0000333,0.0301,0.001,0.004183333,0.001616667
1451627709,1.601966667,0.003033333,1.601966667,0.0002,0.479166667,0.65285,0.041033333,0.123716667,0.00755,0.012766667,0.000366667,0.0000833,0,0.030033333,0.001,0.004183333,0.001566667
1451627710,1.598216667,0.003066667,1.598216667,0.000216667,0.479,0.65105,0.0409,0.122966667,0.00735,0.01275,0.000383333,0.0000833,0.0000333,0.030066667,0.001,0.0042,0.0015
1451627711,1.59615,0.00305,1.59615,0.0002,0.47835,0.6504,0.0408,0.122616667,0.007366667,0.012733333,0.000383333,0.0000667,0.0000333,0.03005,0.001,0.0042,0.00155
1451627712,1.594466667,0.003066667,1.594466667,0.000216667,0.478433333,0.6491,0.0407,0.12235,0.007366667,0.012733333,0.0004,0.0000833,0,0.030083333,0.001,0.004183333,0.0015
1451627713,1.594833333,0.003016667,1.594833333,0.0002,0.4774,0.6501,0.040533333,0.122233333,0.0074,0.012733333,0.000366667,0.0001,0,0.03005,0.001,0.004183333,0.001633333
1451627714,1.591666667,0.003016667,1.591666667,0.000216667,0.477783333,0.64735,0.040416667,0.122316667,0.007533333,0.012766667,0.000383333,0.0000667,0.0000333,0.030066667,0.001,0.0042,0.00155
1451627715,1.59335,0.00305,1.59335,0.000216667,0.47735,0.649866667,0.04035,0.1217,0.007366667,0.012733333,0.000383333,0.0001,0.0000167,0.03005,0.001,0.004183333,0.001583333
1451627716,1.591233333,0.003,1.591233333,0.0002,0.477016667,0.648966667,0.040266667,0.121283333,0.007366667,0.012733333,0.000383333,0.0000833,0.0000333,0.030033333,0.001,0.004183333,0.001516667
1451627717,1.589483333,0.003,1.589483333,0.000216667,0.477066667,0.6478,0.040316667,0.12095,0.007316667,0.012783333,0.000383333,0.0000833,0.0000333,0.030066667,0.001,0.004183333,0.001566667
1451627718,1.588283333,0.002966667,1.588283333,0.000216667,0.47645,0.64755,0.0403,0.120833333,0.007466667,0.012733333,0.0004,0.0001,0.0000167,0.03005,0.001,0.0042,0.001533333
1451627719,1.589483333,0.002866667,1.589483333,0.0002,0.476583333,0.64835,0.040316667,0.120916667,0.007366667,0.012716667,0.0004,0.0000667,0.0000167,0.030016667,0.001,0.004166667,0.001516667
1451627720,1.587283333,0.0028,1.587283333,0.000216667,0.4768,0.647166667,0.040316667,0.12035,0.0073,0.012716667,0.0004,0.0000833,0.0000167,0.030016667,0.001,0.004183333,0.001516667
1451627721,1.587533333,0.002766667,1.587533333,0.000216667,0.476,0.648516667,0.0403,0.120133333,0.007333333,0.0127,0.000366667,0.0000833,0,0.029966667,0.001,0.004183333,0.0015
1451627722,1.585033333,0.0027,1.585033333,0.0002,0.476233333,0.646483333,0.040366667,0.119783333,0.007316667,0.012716667,0.000416667,0.0000833,0.0000167,0.030033333,0.001,0.004166667,0.001466667
1451627723,1.50055,0.002666667,1.50055,0.0002,0.47595,0.577983333,0.040316667,0.119816667,0.007333333,0.012666667,0.0004,0.00005,0.0000333,0.029983333,0.001,0.004183333,0.001516667
1451627724,1.286866667,0.00245,1.286866667,0.000166667,0.485333333,0.5076,0.040533333,0.009666667,0.00745,0.01255,0.000683333,0.0000667,0,0.029833333,0.001,0.004166667,0.0014
1451627725,0.748133333,0.00245,0.748133333,0.0000333,0.4813,0.066433333,0.04075,0.00475,0.007033333,0.0123,0.000783333,0.000316667,0.0000167,0.030216667,0.001,0.0042,0.001483333
1451627726,0.744316667,0.002333333,0.744316667,0.00005,0.480033333,0.064166667,0.040783333,0.00475,0.007016667,0.01235,0.000766667,0.000333333,0,0.030266667,0.001,0.004216667,0.00155
1451627727,0.698566667,0.002033333,0.698566667,0.0000667,0.4336,0.064333333,0.040666667,0.004783333,0.00705,0.012416667,0.000766667,0.000266667,0.0000167,0.030266667,0.001,0.0042,0.0016
1451627728,0.592966667,0.001666667,0.592966667,0.000116667,0.329383333,0.060583333,0.040866667,0.0051,0.007033333,0.012583333,0.000816667,0.000183333,0,0.0301,0.001,0.004216667,0.0015
1451627729,0.294066667,0.001366667,0.294066667,0.0003,0.020233333,0.062516667,0.040716667,0.005283333,0.007333333,0.013033333,0.000733333,0.0000167,0.0000167,0.030166667,0.001,0.004216667,0.001466667
1451627730,0.451083333,0.00095,0.451083333,0.0003,0.02045,0.192916667,0.0405,0.005166667,0.007333333,0.013083333,0.000716667,0.0000667,0.0000167,0.03025,0.001,0.004216667,0.00155
1451627731,0.77935,0.00055,0.77935,0.000383333,0.021066667,0.471333333,0.04025,0.005333333,0.007483333,0.013333333,0.000633333,0.000216667,0,0.030183333,0.001,0.004216667,0.001433333
1451627732,1.018766667,0.0003,1.018766667,0.00045,0.021483333,0.67175,0.040083333,0.005433333,0.007616667,0.013483333,0.000633333,0.000333333,0.0000167,0.030166667,0.001,0.0042,0.0015
1451627733,1.0079,0.00035,1.0079,0.00045,0.021483333,0.6614,0.04005,0.00565,0.007683333,0.013466667,0.00065,0.000316667,0.0000333,0.03015,0.001,0.0042,0.001516667
1451627734,1.0423,0.0003,1.0423,0.00045,0.021516667,0.693866667,0.040066667,0.0056,0.007716667,0.013466667,0.000633333,0.000333333,0.0000167,0.030233333,0.001,0.004183333,0.001583333
1451627735,1.126466667,0.0001,1.126466667,0.000433333,0.021466667,0.662166667,0.040083333,0.005433333,0.007666667,0.013433333,0.000633333,0.000316667,0,0.030133333,0.106966667,0.0042,0.001483333
1451627736,2.596233333,0.0004,2.596233333,0.000433333,0.053166667,0.660116667,0.039933333,0.0054,0.007533333,0.013233333,0.000733333,0.000316667,0.0000333,0.030283333,1.608133333,0.004183333,0.0016
1451627737,2.26305,0.000866667,2.26305,0.000416667,0.0997,0.699516667,0.0402,0.005133333,0.007566667,0.0132,0.00125,0.49645,0.0000167,0.030066667,0.662733333,0.004183333,0.0015
1451627738,1.892883333,0.000966667,1.892883333,0.0000167,0.416866667,0.633916667,0.04055,0.005066667,0.007416667,0.012766667,0.001316667,0.544016667,0.0000167,0.029883333,0.001,0.004183333,0.001516667
1451627739,1.5916,0.001,1.5916,0.0000667,0.48465,0.566483333,0.040433333,0.02465,0.00755,0.01265,0.000916667,0.225266667,0.0000167,0.029983333,0.001,0.0042,0.001583333
1451627740,1.16585,0.001016667,1.16585,0.00015,0.483483333,0.348133333,0.040583333,0.004866667,0.0072,0.0125,0.000833333,0.084766667,0,0.030033333,0.001,0.004183333,0.001533333
1451627741,1.559716667,0.001016667,1.559716667,0.000216667,0.4428,0.064216667,0.04095,0.004366667,0.007116667,0.01225,0.001833333,0.88635,0.0000333,0.029733333,0.001,0.0042,0.001533333
1451627742,0.9927,0.001283333,0.9927,0.00015,0.32955,0.06325,0.040816667,0.0047,0.007083333,0.012516667,0.001233333,0.412983333,0,0.029933333,0.001,0.0042,0.001533333
1451627743,0.704366667,0.0014,0.704366667,0,0.020083333,0.0628,0.0409,0.00515,0.007233333,0.0129,0.001216667,0.427716667,0.0000333,0.029833333,0.001,0.004216667,0.001566667
1451627744,0.965333333,0.001566667,0.965333333,0.0000167,0.02005,0.06465,0.044466667,0.004933333,0.007416667,0.012816667,0.0015,0.6898,0.0000167,0.030916667,0.001016667,0.004183333,0.001416667
1451627745,0.74665,0.00215,0.74665,0,0.0202,0.0657,0.040933333,0.004916667,0.007383333,0.012933333,0.00125,0.46805,0.0000333,0.0305,0.001,0.004233333,0.0015
1451627746,0.460383333,0.0022,0.460383333,0,0.0203,0.068716667,0.040666667,0.005083333,0.007533333,0.013,0.000933333,0.168583333,0,0.030316667,0.001,0.004216667,0.001616667
1451627747,0.492416667,0.002316667,0.492416667,0.0000167,0.020633333,0.21,0.040566667,0.02475,0.007333333,0.013116667,0.000666667,0.00005,0.0000167,0.030133333,0.001,0.004233333,0.001533333
1451627748,0.914566667,0.0021,0.914566667,0.0000667,0.100866667,0.51975,0.040333333,0.005533333,0.007616667,0.0132,0.000683333,0.000166667,0,0.029933333,0.001,0.004183333,0.001466667
1451627749,1.1172,0.002066667,1.1172,0.0000833,0.085016667,0.70915,0.040166667,0.00555,0.007833333,0.013366667,0.000633333,0.000283333,0.0000333,0.030033333,0.001,0.0042,0.00155
1451627750,1.1099,0.001683333,1.1099,0.0001,0.091933333,0.696266667,0.040216667,0.005383333,0.007683333,0.013366667,0.000616667,0.000283333,0.0000167,0.03015,0.001,0.0042,0.001516667
1451627751,1.09185,0.001566667,1.09185,0.0000667,0.113483333,0.658416667,0.040216667,0.005333333,0.007666667,0.013316667,0.000633333,0.000233333,0.0000167,0.030166667,0.001016667,0.0042,0.001516667
1451627752,1.044316667,0.001533333,1.044316667,0.0000833,0.066933333,0.656933333,0.0402,0.0054,0.00765,0.01335,0.00065,0.000266667,0.0000333,0.03005,0.001,0.004183333,0.001433333
1451627753,1.398683333,0.001133333,1.398683333,0.0000333,0.431266667,0.652433333,0.040366667,0.00535,0.00745,0.0128,0.000666667,0.0000333,0.0000333,0.030033333,0.001,0.004183333,0.001516667
1451627754,1.406716667,0.00105,1.406716667,0.00005,0.44025,0.652016667,0.0404,0.00525,0.007533333,0.012766667,0.000683333,0,0.0000167,0.029833333,0.001,0.004183333,0.00145
1451627755,0.970416667,0.001,0.970416667,0.0000833,0.053916667,0.58605,0.040183333,0.005366667,0.007883333,0.0133,0.00065,0.000233333,0.0000167,0.029766667,0.001,0.004133333,0.00155
1451627756,0.925866667,0.000966667,0.925866667,0.0000667,0.021233333,0.51855,0.040266667,0.005333333,0.007616667,0.013283333,0.000633333,0.0002,0.0000167,0.029683333,0.001,0.004033333,0.00155
1451627757,0.381916667,0.001,0.381916667,0.0000167,0.020266667,0.064716667,0.0407,0.005116667,0.00735,0.012966667,0.000716667,0.0000333,0,0.0298,0.001,0.00405,0.001483333
1451627758,0.383133333,0.001033333,0.383133333,0,0.020183333,0.0632,0.0406,0.005116667,0.007483333,0.012916667,0.0007,0,0.0000167,0.029816667,0.001,0.004033333,0.001516667
1451627759,0.382083333,0.001116667,0.382083333,0.0000167,0.0201,0.06425,0.040566667,0.005083333,0.007233333,0.012866667,0.000683333,0,0,0.029616667,0.001,0.004033333,0.001516667
1451627760,0.377483333,0.001116667,0.377483333,0,0.020133333,0.0636,0.04055,0.0051,0.007366667,0.012916667,0.000683333,0.0000167,0.0000167,0.029716667,0.001,0.004033333,0.001533333
1451627761,0.416783333,0.00135,0.416783333,0,0.061566667,0.06495,0.0406,0.00505,0.00735,0.0128,0.0007,0.00005,0.0000167,0.029716667,0.001,0.004033333,0.001466667
1451627762,0.4204,0.001383333,0.4204,0.0000167,0.068316667,0.0639,0.040616667,0.00505,0.007283333,0.012783333,0.000716667,0.00005,0.0000167,0.0297,0.001,0.004033333,0.0015
1451627763,0.464433333,0.001466667,0.464433333,0,0.068533333,0.10135,0.040633333,0.0051,0.00735,0.012866667,0.0007,0.0000167,0.0000167,0.0297,0.001,0.00405,0.00155
1451627764,0.575966667,0.001716667,0.575966667,0.0000167,0.068816667,0.195583333,0.040616667,0.00515,0.007333333,0.012916667,0.000683333,0,0,0.029666667,0.001,0.00405,0.001566667
1451627765,1.066016667,0.001716667,1.066016667,0.0000833,0.069433333,0.607916667,0.04035,0.005333333,0.007716667,0.013266667,0.000616667,0.000233333,0.0000167,0.029716667,0.001,0.00405,0.001483333
1451627766,1.1543,0.002416667,1.1543,0.0001,0.069516667,0.686216667,0.040183333,0.005366667,0.007666667,0.013316667,0.000616667,0.00025,0,0.029683333,0.001,0.00405,0.001533333
1451627767,1.0682,0.003483333,1.0682,0.0001,0.06955,0.658183333,0.040233333,0.005383333,0.007616667,0.0133,0.00065,0.000266667,0,0.0297,0.001,0.00415,0.00145
1451627768,1.044183333,0.003916667,1.044183333,0.0000833,0.069633333,0.658233333,0.040183333,0.005366667,0.007616667,0.013316667,0.000616667,0.0003,0.0000167,0.029733333,0.001,0.004183333,0.0015
1451627769,1.021733333,0.00335,1.021733333,0.0001,0.046583333,0.658016667,0.040183333,0.0054,0.007616667,0.01335,0.00065,0.00025,0.0000333,0.029733333,0.001,0.004183333,0.0015
1451627770,0.909233333,0.004133333,0.909233333,0.0001,0.0213,0.586466667,0.040166667,0.005366667,0.0079,0.013266667,0.000616667,0.000283333,0.0000333,0.029683333,0.001,0.004183333,0.001516667
