time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW]
1451624400,0.932833333,0.003483333,0.932833333,0.0000333,0.0207,0.061916667,0.442633333,0.12415,0.006983333,0.013083333,0.000416667,0.00015,0,0.03135,0.001016667,0.004066667,0.001516667
1451624401,0.934333333,0.003466667,0.934333333,0,0.020716667,0.063816667,0.444066667,0.124,0.006983333,0.013116667,0.000416667,0.00015,0,0.0315,0.001016667,0.004066667,0.00165
1451624402,0.931816667,0.003466667,0.931816667,0.0000167,0.0207,0.062316667,0.446066667,0.123533333,0.006983333,0.013083333,0.000433333,0.000166667,0.0000167,0.031516667,0.001,0.004066667,0.00165
1451624403,1.02205,0.003483333,1.02205,0.0000167,0.1069,0.068516667,0.446583333,0.123133333,0.006983333,0.013,0.000433333,0.000216667,0,0.0315,0.001016667,0.004066667,0.001616667
1451624404,1.1394,0.003466667,1.1394,0.000133333,0.236933333,0.063983333,0.446533333,0.12285,0.00685,0.012783333,0.00045,0.000333333,0,0.0315,0.001016667,0.004066667,0.001583333
1451624405,1.391866667,0.003433333,1.391866667,0.000283333,0.50325,0.063666667,0.447033333,0.1223,0.006716667,0.012433333,0.000483333,0.000566667,0,0.03145,0.001016667,0.004066667,0.001583333
1451624406,1.366216667,0.00345,1.366216667,0.000283333,0.4994,0.063716667,0.443266667,0.12205,0.006733333,0.012416667,0.000516667,0.00055,0,0.03155,0.001033333,0.004116667,0.001533333
1451624407,1.4319,0.003416667,1.4319,0.00025,0.477866667,0.178633333,0.444283333,0.1218,0.006783333,0.01255,0.000483333,0.00045,0,0.031733333,0.001033333,0.0042,0.00155
1451624408,1.6273,0.003416667,1.6273,0.000183333,0.44765,0.3657,0.441466667,0.121616667,0.00695,0.012716667,0.000466667,0.0003,0.0000167,0.031766667,0.001016667,0.0042,0.001566667
1451624409,1.735383333,0.003416667,1.735383333,0.0000167,0.17155,0.6825,0.438733333,0.121633333,0.007233333,0.01335,0.000366667,0.00005,0,0.031666667,0.001016667,0.0042,0.001616667
1451624410,1.585083333,0.003416667,1.585083333,0.00005,0.0221,0.678733333,0.4402,0.12145,0.007433333,0.013583333,0.00035,0.000116667,0.0000333,0.031666667,0.001,0.0042,0.001566667
1451624411,1.510316667,0.003433333,1.510316667,0.0000333,0.021966667,0.620666667,0.43695,0.12125,0.007316667,0.013533333,0.000333333,0.0001,0,0.03175,0.001,0.0042,0.001566667
1451624412,1.459866667,0.00345,1.459866667,0.00005,0.021883333,0.577466667,0.43995,0.121033333,0.007233333,0.013516667,0.000366667,0.0000833,0.0000167,0.031783333,0.001,0.004216667,0.001583333
1451624413,0.840583333,0.003433333,0.840583333,0,0.02095,0.1448,0.444783333,0.035016667,0.007033333,0.013183333,0.00065,0.000183333,0.0000167,0.031783333,0.001016667,0.004216667,0.001616667
1451624414,0.7032,0.003433333,0.7032,0.0000167,0.020733333,0.061966667,0.443833333,0.004783333,0.006966667,0.013116667,0.000733333,0.000233333,0,0.03175,0.001016667,0.004233333,0.00155
1451624415,0.571883333,0.00345,0.571883333,0,0.02065,0.06365,0.307783333,0.004916667,0.00705,0.0131,0.000733333,0.00015,0,0.031733333,0.001,0.004216667,0.001583333
1451624416,0.485733333,0.00345,0.485733333,0.0000167,0.020616667,0.063433333,0.22045,0.004983333,0.007033333,0.013116667,0.00075,0.0000833,0,0.031833333,0.001,0.004233333,0.001616667
1451624417,0.523166667,0.003433333,0.523166667,0,0.020633333,0.062116667,0.26005,0.00495,0.007,0.013083333,0.000733333,0.0001,0.0000167,0.03185,0.001016667,0.00425,0.001716667
1451624418,0.5362,0.00345,0.5362,0,0.020683333,0.062916667,0.272066667,0.00495,0.007033333,0.01315,0.000733333,0.000116667,0,0.031866667,0.001016667,0.004233333,0.00165
1451624419,0.53415,0.00345,0.53415,0.0000167,0.020666667,0.06265,0.270066667,0.00495,0.0071,0.01315,0.000733333,0.0001,0,0.0319,0.001,0.004233333,0.00175
1451624420,0.533816667,0.00345,0.533816667,0,0.020633333,0.062966667,0.270033333,0.00495,0.007033333,0.013116667,0.00075,0.0001,0,0.031816667,0.001016667,0.004233333,0.001566667
1451624421,0.523633333,0.00345,0.523633333,0.0000167,0.02055,0.063283333,0.259816667,0.00495,0.007033333,0.013083333,0.000733333,0.000116667,0,0.031733333,0.001016667,0.004216667,0.001666667
1451624422,0.57725,0.003416667,0.57725,0,0.020683333,0.10975,0.257,0.004983333,0.007066667,0.013133333,0.000733333,0.0000833,0,0.031683333,0.001016667,0.004233333,0.001516667
1451624423,0.679566667,0.003433333,0.679566667,0.0000167,0.020866667,0.194083333,0.2571,0.005016667,0.007116667,0.0132,0.0007,0.0000667,0.0000167,0.031716667,0.001016667,0.004216667,0.00165
1451624424,1.293166667,0.0034,1.293166667,0.0000167,0.107433333,0.622466667,0.2541,0.0052,0.00725,0.01335,0.00065,0.0001,0.0000333,0.031566667,0.001,0.0042,0.001566667
1451624425,1.546666667,0.003433333,1.546666667,0.0000167,0.220566667,0.68005,0.253933333,0.00555,0.007266667,0.013183333,0.0007,0.0000667,0.0000167,0.031066667,0.001,0.004166667,0.00165
1451624426,1.82235,0.003416667,1.82235,0.0000667,0.49665,0.677,0.254533333,0.004916667,0.0071,0.012783333,0.000716667,0.000116667,0.0000167,0.030966667,0.001016667,0.010066667,0.0016
1451624427,2.642516667,0.002033333,2.642516667,0.0000833,0.49875,0.575566667,0.255533333,0.004566667,0.007033333,0.012666667,0.0004,0.000583333,0.0000167,0.088066667,0.0015,1.040766667,0.001366667
1451624428,1.73935,0.003133333,1.73935,0.0001,0.49445,0.48835,0.255816667,0.00475,0.007016667,0.012716667,0.000616667,0.000316667,0.0000167,0.113516667,0.001166667,0.004383333,0.001583333
1451624429,1.1872,0.003083333,1.1872,0.00025,0.453816667,0.062883333,0.256033333,0.004566667,0.024716667,0.0125,0.0007,0.0006,0,0.031766667,0.001066667,0.0045,0.001166667
1451624430,1.19095,0.003083333,1.19095,0.000216667,0.3874,0.061883333,0.256866667,0.004933333,0.101783333,0.012533333,0.0007,0.000583333,0.0000167,0.03175,0.00105,0.0045,0.00115
1451624431,0.833083333,0.003066667,0.833083333,0.0000167,0.02065,0.063066667,0.254583333,0.004816667,0.097183333,0.013016667,0.000666667,0.000216667,0.0000167,0.03175,0.001066667,0.0045,0.001166667
1451624432,0.834283333,0.003066667,0.834283333,0,0.020616667,0.062033333,0.25655,0.004816667,0.100833333,0.013033333,0.000666667,0.00025,0.0000167,0.031733333,0.00105,0.004516667,0.0012
1451624433,0.840433333,0.003066667,0.840433333,0.0000167,0.0206,0.06265,0.256016667,0.004816667,0.10915,0.013033333,0.00065,0.00025,0,0.031683333,0.001066667,0.0045,0.001183333
1451624434,0.869733333,0.00305,0.869733333,0.0000167,0.02055,0.061916667,0.256183333,0.004816667,0.113066667,0.012983333,0.000666667,0.000233333,0,0.031833333,0.001066667,0.004533333,0.001233333
1451624435,0.853883333,0.00305,0.853883333,0,0.020566667,0.063733333,0.2553,0.005216667,0.114266667,0.013,0.000666667,0.00025,0,0.03175,0.001066667,0.004516667,0.00115
1451624436,0.8491,0.003083333,0.8491,0.0000167,0.0206,0.063483333,0.256683333,0.004816667,0.116666667,0.013033333,0.000666667,0.00025,0.0000167,0.0318,0.00105,0.004516667,0.001166667
1451624437,1.013333333,0.00305,1.013333333,0,0.020933333,0.198366667,0.2542,0.004883333,0.119133333,0.013116667,0.00065,0.000183333,0,0.0317,0.001066667,0.0045,0.001216667
1451624438,1.3159,0.003033333,1.3159,0.0000167,0.0214,0.415216667,0.2478,0.004983333,0.120566667,0.013316667,0.000583333,0.0001,0.0000167,0.086216667,0.00115,0.00445,0.00135
1451624439,1.654516667,0.00305,1.654516667,0.0000667,0.022033333,0.680333333,0.23785,0.005116667,0.122116667,0.01355,0.00055,0.0000167,0.0000167,0.119366667,0.0012,0.00445,0.001483333
1451624440,1.582083333,0.003066667,1.582083333,0.00005,0.02205,0.681716667,0.242433333,0.00555,0.1224,0.01355,0.000566667,0.0000167,0.0000333,0.031666667,0.001083333,0.004483333,0.001166667
1451624441,1.440416667,0.0032,1.440416667,0.00005,0.0219,0.618516667,0.246733333,0.005133333,0.122366667,0.013483333,0.000616667,0.0000333,0,0.03155,0.00105,0.004383333,0.001383333
1451624442,1.42185,0.00305,1.42185,0.0000333,0.021783333,0.592583333,0.202433333,0.005133333,0.122,0.013433333,0.000583333,0.0000167,0.0000167,0.0316,0.001066667,0.004483333,0.001216667
1451624443,0.7322,0.00305,0.7322,0.0000167,0.020733333,0.142666667,0.043333333,0.0408,0.122133333,0.013083333,0.000566667,0.0000167,0,0.031883333,0.001016667,0.0045,0.001216667
1451624444,0.523216667,0.003366667,0.523216667,0.0000167,0.086866667,0.062966667,0.043383333,0.005,0.122116667,0.012933333,0.000716667,0.0000833,0.0000167,0.03185,0.001033333,0.0043,0.001516667
1451624445,0.50875,0.00335,0.50875,0,0.064783333,0.064533333,0.043383333,0.005,0.122316667,0.013,0.000716667,0.0000667,0,0.03185,0.001016667,0.0043,0.001516667
1451624446,0.613583333,0.003333333,0.613583333,0.0000333,0.11965,0.0639,0.043416667,0.00495,0.122266667,0.01285,0.0007,0.000133333,0,0.03415,0.001016667,0.004316667,0.0015
1451624447,0.917666667,0.00335,0.917666667,0.000133333,0.311366667,0.063033333,0.0436,0.004766667,0.12215,0.0126,0.000683333,0.000333333,0,0.17555,0.00125,0.00425,0.001833333
1451624448,0.9594,0.003366667,0.9594,0.000266667,0.500116667,0.06225,0.043666667,0.00465,0.12225,0.012333333,0.000716667,0.000466667,0.0000167,0.036783333,0.001016667,0.004266667,0.001483333
1451624449,0.918633333,0.003383333,0.918633333,0.000266667,0.47045,0.062633333,0.043716667,0.004683333,0.1223,0.0124,0.000783333,0.000416667,0,0.031633333,0.001033333,0.004266667,0.001466667
1451624450,0.837,0.003416667,0.837,0.000233333,0.449533333,0.062183333,0.043516667,0.004716667,0.12275,0.012416667,0.000766667,0.000416667,0.0000333,0.031783333,0.001016667,0.004233333,0.001633333
1451624451,0.494866667,0.0034,0.494866667,0.0000333,0.0948,0.0639,0.043283333,0.005,0.123116667,0.0129,0.000733333,0.0001,0,0.031766667,0.001,0.004216667,0.001633333
1451624452,0.5872,0.003433333,0.5872,0.0000167,0.020833333,0.200883333,0.043166667,0.005133333,0.123616667,0.013133333,0.0007,0.0000167,0,0.031766667,0.001,0.004233333,0.001616667
1451624453,0.9307,0.003383333,0.9307,0.0000333,0.021383333,0.451233333,0.042916667,0.042216667,0.124066667,0.013316667,0.000583333,0.000166667,0.0000333,0.031766667,0.001,0.004233333,0.001616667
1451624454,1.36085,0.003433333,1.36085,0.0000667,0.021883333,0.685333333,0.042616667,0.167066667,0.12385,0.0135,0.000233333,0.0004,0.0000167,0.031666667,0.001,0.0042,0.001516667
1451624455,1.36195,0.0034,1.36195,0.0000667,0.021866667,0.686983333,0.04265,0.166733333,0.123733333,0.013466667,0.000266667,0.000433333,0.0000167,0.031716667,0.001,0.004216667,0.001616667
1451624456,1.149316667,0.00345,1.149316667,0.0000667,0.021883333,0.657,0.042783333,0.0222,0.12385,0.0135,0.0006,0.00025,0.0000167,0.031733333,0.001016667,0.004233333,0.001666667
1451624457,1.032816667,0.0034,1.032816667,0.00005,0.0216,0.576016667,0.042733333,0.00875,0.12335,0.013383333,0.000616667,0.000183333,0,0.03165,0.001,0.0042,0.00165
1451624458,0.7142,0.003416667,0.7142,0.0000333,0.021083333,0.309983333,0.043066667,0.005166667,0.123316667,0.013183333,0.000666667,0.00005,0.0000167,0.03175,0.001,0.004233333,0.001633333
1451624459,0.497066667,0.003416667,0.497066667,0.0000167,0.096983333,0.062866667,0.043283333,0.005,0.123283333,0.012883333,0.00075,0.0000667,0.0000167,0.031783333,0.001016667,0.004233333,0.0017
1451624460,0.465133333,0.00345,0.465133333,0.0000167,0.0645,0.062633333,0.04325,0.005016667,0.12335,0.01295,0.000716667,0.0000833,0.0000167,0.0318,0.001,0.004233333,0.001633333
1451624461,0.512933333,0.003416667,0.512933333,0.0000167,0.111333333,0.063883333,0.0433,0.004966667,0.123866667,0.012883333,0.000733333,0.0000833,0.0000167,0.031816667,0.001016667,0.004233333,0.001683333
1451624462,0.651283333,0.003416667,0.651283333,0.0000167,0.114583333,0.0632,0.043283333,0.114166667,0.124266667,0.012916667,0.000466667,0.0000333,0,0.0318,0.001,0.004233333,0.001666667
1451624463,0.71045,0.003433333,0.71045,0.00005,0.14205,0.062783333,0.043283333,0.1407,0.124316667,0.012866667,0.000416667,0.0000333,0.0000167,0.031816667,0.001033333,0.00425,0.00165
1451624464,1.195683333,0.0034,1.195683333,0.000266667,0.502566667,0.062733333,0.0436,0.137516667,0.12375,0.012016667,0.00045,0.0004,0,0.031716667,0.001033333,0.004233333,0.001566667
1451624465,1.184766667,0.003433333,1.184766667,0.00025,0.470266667,0.064116667,0.04355,0.14055,0.1239,0.012033333,0.000466667,0.000366667,0,0.03175,0.001016667,0.004216667,0.00155
1451624466,1.157433333,0.003416667,1.157433333,0.000283333,0.449333333,0.0631,0.043783333,0.136216667,0.1236,0.01205,0.0005,0.000366667,0.0000167,0.03165,0.001033333,0.004216667,0.001433333
1451624467,0.815616667,0.003416667,0.815616667,0.00005,0.09545,0.06185,0.04375,0.136283333,0.12415,0.01255,0.000466667,0.000116667,0,0.03165,0.001016667,0.004233333,0.001433333
1451624468,0.61905,0.003433333,0.61905,0,0.020683333,0.091566667,0.0435,0.135716667,0.1245,0.013066667,0.00045,0.0000667,0.0000167,0.031733333,0.001,0.00425,0.0015
1451624469,0.754166667,0.003416667,0.754166667,0,0.020916667,0.205066667,0.043166667,0.135466667,0.124466667,0.01315,0.0004,0.0001,0,0.031833333,0.001,0.00425,0.001583333
1451624470,1.042116667,0.003416667,1.042116667,0.0000667,0.021316667,0.448866667,0.04315,0.13515,0.124483333,0.0133,0.000366667,0.000233333,0.0000167,0.03155,0.001016667,0.0042,0.001466667
1451624471,1.324533333,0.0034,1.324533333,0.0000667,0.021783333,0.688783333,0.042616667,0.134766667,0.124433333,0.013433333,0.000316667,0.000366667,0.0000167,0.031666667,0.001,0.0042,0.0015
1451624472,1.359466667,0.003416667,1.359466667,0.0000667,0.062083333,0.684833333,0.042633333,0.1343,0.124266667,0.0134,0.000316667,0.000333333,0.0000167,0.031633333,0.001,0.004183333,0.0016
1451624473,1.3133,0.003383333,1.3133,0.0000333,0.096716667,0.6216,0.042633333,0.13045,0.1241,0.01325,0.000333333,0.000266667,0.0000333,0.03155,0.001,0.0042,0.001533333
1451624474,1.603183333,0.003383333,1.603183333,0.0000667,0.449833333,0.573416667,0.043166667,0.12815,0.123633333,0.012716667,0.000366667,0.0000167,0,0.031383333,0.001,0.004183333,0.001583333
1451624475,1.208766667,0.0034,1.208766667,0.000233333,0.496116667,0.138516667,0.043466667,0.126666667,0.123016667,0.01235,0.00045,0.000283333,0.0000167,0.12705,0.001133333,0.004183333,0.001833333
1451624476,1.072566667,0.003383333,1.072566667,0.00025,0.49455,0.063866667,0.0435,0.125683333,0.123066667,0.0123,0.00045,0.000316667,0.0000333,0.07765,0.001066667,0.0042,0.001766667
1451624477,1.0283,0.003433333,1.0283,0.00025,0.493,0.063183333,0.043466667,0.1253,0.123083333,0.0123,0.000483333,0.0003,0.0000167,0.031683333,0.001016667,0.0042,0.001633333
1451624478,1.025233333,0.003383333,1.025233333,0.000266667,0.491666667,0.061983333,0.043483333,0.124933333,0.123216667,0.012316667,0.000483333,0.0003,0,0.03175,0.001016667,0.004216667,0.001516667
1451624479,1.025866667,0.003416667,1.025866667,0.00025,0.491116667,0.063333333,0.0435,0.124283333,0.123516667,0.01235,0.000483333,0.0003,0.0000167,0.03175,0.001016667,0.004233333,0.001566667
1451624480,1.095533333,0.003383333,1.095533333,0.00025,0.4564,0.062083333,0.043483333,0.123783333,0.123583333,0.01235,0.000433333,0.000316667,0.0000167,0.1515,0.001183333,0.004183333,0.00185
1451624481,0.99885,0.0034,0.99885,0.000216667,0.4346,0.063683333,0.0434,0.123433333,0.1237,0.012416667,0.000483333,0.000266667,0.0000167,0.064383333,0.00105,0.0042,0.001666667
1451624482,0.584066667,0.0034,0.584066667,0.0000167,0.0373,0.0624,0.043166667,0.12375,0.12415,0.012933333,0.000433333,0.0000167,0.0000167,0.031783333,0.001,0.004233333,0.001616667
1451624483,0.568116667,0.003433333,0.568116667,0,0.020516667,0.063133333,0.0432,0.123483333,0.12405,0.013,0.000416667,0.0000167,0,0.031816667,0.001,0.004233333,0.001666667
1451624484,0.5922,0.0034,0.5922,0,0.020566667,0.0839,0.043166667,0.123,0.12405,0.013,0.000433333,0.0000333,0,0.031766667,0.001016667,0.004216667,0.001616667
1451624485,0.6984,0.003416667,0.6984,0,0.02075,0.173116667,0.043133333,0.122733333,0.1242,0.013066667,0.000433333,0.0000833,0.0000167,0.0318,0.001,0.004233333,0.001666667
1451624486,0.872033333,0.003416667,0.872033333,0.0000167,0.021033333,0.320066667,0.043,0.122366667,0.124166667,0.0132,0.000416667,0.00015,0.0000167,0.031766667,0.001,0.004216667,0.001583333
1451624487,1.318816667,0.003433333,1.318816667,0.0000667,0.031916667,0.687516667,0.042716667,0.1227,0.1245,0.0135,0.00035,0.00035,0.0000167,0.031716667,0.001,0.004216667,0.001583333
1451624488,1.3866,0.003383333,1.3866,0.00005,0.1081,0.681283333,0.042716667,0.1224,0.12405,0.013333333,0.000333333,0.0003,0,0.031733333,0.001,0.0042,0.001583333
1451624489,1.384583333,0.003416667,1.384583333,0.00005,0.113466667,0.675866667,0.04275,0.121933333,0.12405,0.013383333,0.000366667,0.000283333,0.0000333,0.03175,0.001,0.004216667,0.001616667
1451624490,1.2114,0.003383333,1.2114,0.00005,0.062533333,0.575333333,0.042766667,0.121666667,0.123816667,0.01335,0.00035,0.00025,0.0000167,0.0318,0.001016667,0.004216667,0.001583333
1451624491,1.07305,0.003416667,1.07305,0.0000167,0.12325,0.407733333,0.042966667,0.121283333,0.123666667,0.013133333,0.0004,0.000133333,0.0000167,0.031716667,0.001,0.004216667,0.001566667
1451624492,0.891583333,0.003416667,0.891583333,0.000166667,0.359066667,0.0623,0.043516667,0.12125,0.12305,0.012533333,0.0005,0.0002,0,0.031666667,0.001016667,0.004233333,0.001683333
1451624493,0.8999,0.003433333,0.8999,0.00025,0.477683333,0.06275,0.043616667,0.036433333,0.123016667,0.012433333,0.000683333,0.000383333,0.0000167,0.031816667,0.001016667,0.00425,0.001616667
1451624494,0.830633333,0.003416667,0.830633333,0.000233333,0.447766667,0.062333333,0.043583333,0.004733333,0.12325,0.0125,0.000783333,0.000383333,0.0000167,0.031883333,0.001016667,0.004233333,0.00165
1451624495,0.572466667,0.003433333,0.572466667,0.0000833,0.17705,0.064133333,0.043483333,0.00495,0.123666667,0.012883333,0.00075,0.000166667,0.0000167,0.031933333,0.001,0.004266667,0.001583333
1451624496,0.4222,0.00345,0.4222,0,0.020683333,0.0645,0.043366667,0.005066667,0.123716667,0.013083333,0.00075,0.00005,0.0000167,0.03195,0.001016667,0.00425,0.001683333
1451624497,0.421366667,0.003433333,0.421366667,0.0000167,0.02065,0.06325,0.04335,0.005433333,0.124066667,0.0131,0.00075,0.00005,0,0.031916667,0.001,0.00425,0.001566667
1451624498,0.4195,0.003433333,0.4195,0,0.020683333,0.062266667,0.04335,0.0051,0.124016667,0.0131,0.000733333,0.00005,0.0000333,0.031933333,0.001016667,0.00425,0.001666667
1451624499,0.506516667,0.00345,0.506516667,0.0000167,0.108166667,0.063516667,0.0434,0.005016667,0.123883333,0.012983333,0.00075,0.0000833,0,0.0319,0.001,0.004266667,0.001633333
1451624500,0.6223,0.003416667,0.6223,0.0001,0.2306,0.062316667,0.0435,0.004916667,0.123583333,0.012783333,0.00075,0.0002,0,0.031883333,0.001,0.00425,0.0017
1451624501,0.951366667,0.003433333,0.951366667,0.00025,0.4993,0.063766667,0.043733333,0.004683333,0.123266667,0.012433333,0.000766667,0.00045,0.0000167,0.109883333,0.001116667,0.004233333,0.001733333
1451624502,0.981,0.003433333,0.981,0.00025,0.4965,0.09285,0.043733333,0.005083333,0.123283333,0.012466667,0.000766667,0.0004,0,0.105166667,0.001116667,0.004216667,0.00175
1451624503,1.0481,0.0034,1.0481,0.000233333,0.4942,0.202616667,0.043566667,0.004783333,0.12355,0.01255,0.000783333,0.00035,0.0000167,0.031766667,0.001016667,0.00425,0.001566667
1451624504,1.376433333,0.003416667,1.376433333,0.000116667,0.49035,0.478366667,0.0433,0.004933333,0.123633333,0.0127,0.0007,0.000166667,0,0.03175,0.001016667,0.004216667,0.00165
1451624505,1.616016667,0.003416667,1.616016667,0.0000667,0.486916667,0.680916667,0.0432,0.00505,0.123583333,0.01285,0.0007,0.00005,0.0000167,0.03165,0.001,0.004233333,0.001616667
1451624506,1.613416667,0.0034,1.613416667,0.00005,0.486533333,0.679616667,0.043133333,0.005016667,0.123266667,0.012833333,0.000683333,0.0000333,0.00005,0.031633333,0.001,0.0042,0.001566667
1451624507,1.573383333,0.003433333,1.573383333,0.00005,0.45105,0.675666667,0.043133333,0.00545,0.123233333,0.012866667,0.000666667,0.0000333,0.0000333,0.031633333,0.001016667,0.004216667,0.00155
1451624508,1.44585,0.003416667,1.44585,0.00005,0.440766667,0.58075,0.0431,0.005033333,0.122883333,0.0128,0.0007,0.00005,0.0000167,0.031616667,0.001,0.004216667,0.0016
1451624509,0.940916667,0.003416667,0.940916667,0.0000333,0.0408,0.487833333,0.0429,0.005283333,0.123533333,0.013333333,0.00065,0.000116667,0,0.031716667,0.001,0.004216667,0.001616667
1451624510,0.418883333,0.0034,0.418883333,0,0.0206,0.063316667,0.043283333,0.005066667,0.12315,0.013033333,0.000716667,0.00005,0,0.031833333,0.001,0.00425,0.001683333
1451624511,0.41945,0.003433333,0.41945,0,0.02065,0.06375,0.0433,0.005083333,0.123283333,0.013066667,0.00075,0.0000333,0.0000167,0.031883333,0.001016667,0.00425,0.00155
1451624512,0.418216667,0.00345,0.418216667,0,0.02065,0.062383333,0.0433,0.005466667,0.123266667,0.0131,0.000733333,0.00005,0.0000167,0.031933333,0.001,0.004233333,0.001633333
1451624513,0.4286,0.003433333,0.4286,0.0000167,0.03065,0.06315,0.043333333,0.005066667,0.123366667,0.013083333,0.00075,0.00005,0.0000167,0.031966667,0.001016667,0.004266667,0.001716667
1451624514,0.43665,0.003433333,0.43665,0,0.107383333,0.063383333,0.043366667,0.005066667,0.052216667,0.01305,0.00075,0.00005,0.0000167,0.031966667,0.001,0.00425,0.001616667
1451624515,0.443233333,0.003466667,0.443233333,0.0000333,0.11505,0.0646,0.043416667,0.0051,0.009166667,0.013066667,0.0007,0.00005,0.0000167,0.031866667,0.001016667,0.004183333,0.001566667
1451624516,0.6316,0.003466667,0.6316,0.0000333,0.158883333,0.0639,0.0434,0.0825,0.009083333,0.012983333,0.000516667,0.00005,0,0.031766667,0.001033333,0.004083333,0.001616667
1451624517,1.070016667,0.0035,1.070016667,0.000233333,0.497633333,0.0629,0.043583333,0.170883333,0.008883333,0.0125,0.00035,0.000216667,0.0000167,0.0317,0.001083333,0.004083333,0.001683333
1451624518,1.01625,0.003466667,1.01625,0.000216667,0.466683333,0.062766667,0.043533333,0.14955,0.0089,0.012566667,0.000416667,0.0002,0.0000167,0.031733333,0.001016667,0.004083333,0.001683333
1451624519,0.820666667,0.003466667,0.820666667,0.000216667,0.44695,0.062916667,0.043583333,0.0105,0.007733333,0.012616667,0.000733333,0.000333333,0.0000167,0.031766667,0.001016667,0.0041,0.0016
1451624520,0.539166667,0.003516667,0.539166667,0.0000333,0.100133333,0.116283333,0.043366667,0.007616667,0.007083333,0.013133333,0.000683333,0.00005,0,0.0318,0.001016667,0.004083333,0.001616667
1451624521,0.564366667,0.003466667,0.564366667,0.0000167,0.021066667,0.205516667,0.04325,0.005216667,0.007216667,0.01335,0.000683333,0.00005,0.0000167,0.031783333,0.001033333,0.0041,0.00155
1451624522,0.9612,0.0035,0.9612,0.0000667,0.021716667,0.53835,0.042966667,0.005816667,0.007416667,0.013583333,0.000633333,0.000183333,0,0.031733333,0.00105,0.004083333,0.00165
1451624523,1.2237,0.00345,1.2237,0.0001,0.022,0.68425,0.042866667,0.00545,0.0074,0.013683333,0.000583333,0.00025,0.0000167,0.133983333,0.001183333,0.004066667,0.001833333
1451624524,1.1087,0.003483333,1.1087,0.0000667,0.031683333,0.620983333,0.04285,0.005416667,0.00735,0.0136,0.000616667,0.000233333,0.0000333,0.083383333,0.0011,0.0041,0.001733333
1451624525,1.08495,0.003466667,1.08495,0.00005,0.109383333,0.577533333,0.042833333,0.005333333,0.007266667,0.013416667,0.000616667,0.000166667,0.0000167,0.031633333,0.00105,0.004083333,0.001683333
1451624526,0.577566667,0.003483333,0.577566667,0.0000167,0.11405,0.14765,0.043333333,0.005133333,0.0071,0.013133333,0.0007,0.0000167,0.0000333,0.031866667,0.001016667,0.004116667,0.001566667
1451624527,0.426083333,0.0035,0.426083333,0,0.062266667,0.063166667,0.04335,0.005533333,0.007016667,0.013116667,0.0007,0.0000333,0.0000167,0.031866667,0.001016667,0.004133333,0.0016
1451624528,0.47175,0.003483333,0.47175,0.0000167,0.115666667,0.0625,0.04345,0.005083333,0.006983333,0.013133333,0.000716667,0.00005,0.0000333,0.031966667,0.001033333,0.004133333,0.001666667
1451624529,0.485883333,0.003433333,0.485883333,0.0000667,0.202266667,0.06345,0.043433333,0.00505,0.007016667,0.012966667,0.000733333,0.000116667,0.0000167,0.0321,0.001016667,0.004266667,0.001733333
1451624530,0.735183333,0.00345,0.735183333,0.000216667,0.458316667,0.064083333,0.04365,0.004816667,0.006833333,0.01265,0.000783333,0.0003,0.0000167,0.0321,0.001016667,0.004266667,0.001633333
1451624531,0.729083333,0.003433333,0.729083333,0.000216667,0.452066667,0.064033333,0.04355,0.00485,0.00685,0.012633333,0.000766667,0.000316667,0.0000167,0.032083333,0.001,0.004266667,0.001716667
1451624532,0.461833333,0.003483333,0.461833333,0.0000667,0.177533333,0.063316667,0.043483333,0.005466667,0.006983333,0.013066667,0.00075,0.000116667,0.0000167,0.032116667,0.001016667,0.004283333,0.001666667
1451624533,0.308316667,0.00345,0.308316667,0,0.0208,0.06315,0.04335,0.005183333,0.007116667,0.013233333,0.000733333,0,0,0.032066667,0.001,0.004283333,0.001666667
1451624534,0.36185,0.00345,0.36185,0,0.02095,0.10725,0.043433333,0.0052,0.007083333,0.013333333,0.00075,0.0000167,0.0000167,0.031983333,0.001016667,0.0043,0.001583333
1451624535,0.483066667,0.003483333,0.483066667,0.0000167,0.021133333,0.203816667,0.043283333,0.009,0.007166667,0.013383333,0.0007,0.00005,0,0.03205,0.001,0.004266667,0.001583333
1451624536,0.984616667,0.003416667,0.984616667,0.0000833,0.0336,0.617683333,0.043033333,0.005466667,0.007433333,0.0137,0.000666667,0.000283333,0.0000333,0.032033333,0.001,0.004266667,0.001616667
1451624537,1.101983333,0.003466667,1.101983333,0.0000667,0.06935,0.687583333,0.042833333,0.005866667,0.0075,0.013633333,0.000616667,0.000316667,0.0000167,0.03195,0.001,0.00425,0.001683333
1451624538,1.099116667,0.003416667,1.099116667,0.0000833,0.06955,0.68535,0.043,0.005466667,0.0074,0.013633333,0.00065,0.0003,0.0000167,0.031866667,0.001,0.00425,0.001583333
1451624539,1.094483333,0.003433333,1.094483333,0.0000833,0.069783333,0.682083333,0.042833333,0.005466667,0.00745,0.013616667,0.000666667,0.000283333,0.0000167,0.031916667,0.001,0.00425,0.001733333
